250	1	95.8	0	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	NaN	NaN	NaN	NaN	0	0.177436	0.196287	0.237219	0.0174805	0.0364363	0.0858567	0.0376388	0.176724	0.582472	0
250	1	95.8	25	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	NaN	NaN	NaN	NaN	0	0.161163	0.175953	0.179981	0.0131116	0.0210495	0.0349209	0.139848	0.370412	1.03579	0
250	1	95.8	50	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	3.96077	0.34531	0.215172	0.0281583	10	0.157542	0.171893	0.173686	0.007591	0.0151449	0.026345	0.206537	0.704947	2.79268	0
250	1	95.8	75	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	5.90173	0.169465	0.00202633	37.5295	23	0.154884	0.169209	0.170357	0.00479151	0.0124121	0.0301137	0.133679	1.00438	6.70057	0
250	1	95.8	100	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	5.72217	0.174832	0.00372308	12.2069	22	0.129237	0.147942	0.174527	0.00793954	0.0457864	0.0550072	0.0229533	0.0483313	2.67023	0
250	1	95.8	125	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	7.01621	0.18695	0.0388607	0.136995	20	0.0853023	0.0937088	0.0983	0.07204	0.0790159	0.0822979	0.00345144	0.0041269	0.00481516	0
250	1	95.8	150	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	10.4317	0.170074	0.0677013	0.0339836	23	0.0771137	0.0872856	0.100295	0.0768897	0.0814026	0.0858354	0.00232648	0.00321405	0.00475272	0
250	1	95.8	175	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	4.80076	0.208322	0.00220442	58.9071	18	0.0942375	0.117181	0.15092	0.0773292	0.0831277	0.0878146	0.00368228	0.00718692	0.0175259	0
250	1	95.8	200	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	4.6873	0.213356	0.00173484	102.175	18	0.110646	0.137036	0.167039	0.0748306	0.0836752	0.0908223	0.0063486	0.0110784	0.026354	0
250	1	95.8	225	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	4.52975	0.220776	0.00178309	107.167	17	0.121416	0.150254	0.189215	0.0688962	0.0860173	0.0924737	0.00751216	0.0143956	0.0449644	0
250	1	95.8	250	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	4.4499	0.224729	0.00111286	290.168	17	0.142856	0.173816	0.214183	0.0425241	0.081238	0.0926858	0.0111997	0.0254313	0.167465	0
250	1	95.8	275	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	4.35546	0.229606	0.00148344	174.165	17	0.150127	0.195195	0.230012	0.00212518	0.0706156	0.0949136	0.0133886	0.0472014	84.913	0
250	1	95.8	300	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	4.26652	0.234406	0.00239345	71.1881	16	0.1645	0.208503	0.234844	0.00192483	0.0651513	0.0952899	0.0155222	0.0675566	110.248	0
250	1	95.8	325	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	4.20185	0.238006	0.00200415	106.281	16	0.181129	0.224006	0.23855	0.00155787	0.0535308	0.0930883	0.0217748	0.124551	175.396	0
250	1	95.8	350	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	4.09575	0.244169	0.00184814	134.943	16	0.19531	0.243725	0.244738	0.00152882	0.00584077	0.0949541	0.0261696	13.5181	197.17	0
250	1	95.8	375	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	3.83418	0.26084	0.00280352	71.4934	15	0.217239	0.260757	0.26134	0.00245522	0.00457818	0.0935387	0.0371091	26.7993	93.2093	0
250	1	95.8	400	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	3.51152	0.284808	0.00305217	78.5212	13	0.231569	0.284777	0.285492	0.00197309	0.00428568	0.106855	0.0344351	39.7877	187.909	0
250	1	95.8	425	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	3.21963	0.310617	0.00273457	126.895	12	0.248493	0.310583	0.311367	0.00191792	0.00377446	0.12119	0.0330798	66.6334	257.49	0
250	1	95.8	450	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	2.87488	0.347873	0.00350402	108.562	11	0.294354	0.347864	0.348736	0.00172764	0.00429399	0.124911	0.0518082	72.1911	448.06	0
250	1	95.8	475	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	NaN	NaN	NaN	NaN	0	250	1	95.8	0	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	NaN	NaN	NaN	NaN	0	0.175118	0.196506	0.224713	0.0178206	0.0363455	0.0656731	0.0574009	0.177512	0.607126	0
250	1	95.8	0	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	NaN	NaN	NaN	NaN	0	0.177764	0.197245	0.227394	0.0208355	0.0364331	0.0905368	0.0401913	0.176663	0.497903	0
250	1	95.8	0	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	NaN	NaN	NaN	NaN	0	0.175141	0.195287	0.234294	0.0191158	0.0368114	0.0697906	0.0524073	0.17278	0.547491	0
250	1	95.8	0	4	100	4.5	0.0048	100	-60	-40	0.7	0.03	2	-50	100	35	NaN	NaN	NaN	NaN	0	0.179957	0.195713	0.23305	0.0174218	0.0356587	0.077886	0.056913	0.191192	0.663892	0
